,data_ref,id_cliente,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,pred_renda
19,2015-07-01,11251,M,False,True,0,Empresário,Secundário,Casado,Casa,40,4.72876712328767,2.0,8427.47032484373
20,2015-05-01,8034,F,False,True,0,Assalariado,Superior completo,União,Casa,54,9.808219178082194,2.0,5126.4634015268
21,2015-10-01,1410,F,False,True,0,Empresário,Secundário,Casado,Casa,52,4.6876712328767125,4.0,3117.8612937334365
22,2016-02-01,7821,F,True,True,1,Assalariado,Secundário,Casado,Casa,48,1.5753424657534247,3.0,1083.8705575709469
23,2015-12-01,8852,M,False,True,0,Pensionista,Secundário,Casado,Casa,52,8.367123287671232,2.0,9301.154806671155
24,2015-01-01,12692,M,False,True,0,Assalariado,Secundário,Solteiro,Casa,26,0.9287671232876712,3.0,4873.605692409267
25,2015-04-01,4918,F,False,True,1,Servidor público,Superior incompleto,Separado,Casa,55,3.964383561643836,2.0,3132.354367438618
26,2015-02-01,11482,F,False,False,0,Assalariado,Superior completo,Casado,Casa,44,6.013698630136986,2.0,3318.61500753765
27,2015-05-01,5984,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,41,6.013698630136986,2.0,2115.675399212021
28,2015-06-01,11410,F,True,False,0,Empresário,Superior incompleto,Casado,Casa,32,15.616438356164384,2.0,7590.955102594561
29,2015-07-01,9878,F,True,True,1,Empresário,Superior completo,Casado,Com os pais,57,1.7671232876712328,4.0,3078.8618738569007
30,2015-05-01,14955,M,False,True,0,Servidor público,Superior completo,Casado,Casa,44,1.547945205479452,2.0,6856.096490405388
31,2015-05-01,11813,F,True,False,0,Servidor público,Superior incompleto,Casado,Casa,60,12.194520547945206,5.0,6177.225641987939
32,2015-12-01,2312,F,False,True,0,Empresário,Superior completo,Casado,Estúdio,47,13.186301369863012,1.0,8443.072632668396
33,2015-11-01,1575,F,True,False,1,Assalariado,Secundário,Casado,Casa,43,4.0191780821917815,2.0,2309.0115143087887
34,2015-06-01,69,F,False,False,1,Empresário,Secundário,Casado,Casa,56,12.161643835616438,1.0,7334.434671664662
35,2015-04-01,7231,M,True,False,0,Assalariado,Secundário,Casado,Casa,41,6.216438356164384,3.0,8573.230871509859
36,2016-02-01,732,F,False,True,2,Assalariado,Secundário,Casado,Casa,25,1.0547945205479452,2.0,-132.50794899519144
37,2015-07-01,2431,F,False,True,1,Servidor público,Superior incompleto,Solteiro,Casa,46,20.797260273972608,1.0,10528.175644594729
38,2016-03-01,9134,F,False,True,0,Pensionista,Secundário,Casado,Casa,51,21.86027397260274,2.0,9613.790118185043
39,2015-08-01,2936,F,False,True,0,Servidor público,Superior completo,Solteiro,Casa,37,0.8356164383561644,2.0,828.3889162841176
40,2015-01-01,5794,F,False,False,1,Assalariado,Secundário,Casado,Casa,40,13.136986301369864,2.0,6284.136460162098
41,2015-06-01,14583,F,False,True,0,Empresário,Secundário,Casado,Casa,59,6.013698630136986,2.0,4128.995549041577
42,2015-05-01,2722,F,True,False,1,Empresário,Superior completo,Casado,Casa,49,1.8575342465753424,2.0,2645.2880176389795
43,2016-03-01,15605,F,False,False,1,Empresário,Secundário,Separado,Casa,51,6.410958904109589,4.0,4036.014863951424
44,2015-03-01,5618,M,False,True,2,Assalariado,Superior completo,Casado,Casa,54,9.03013698630137,2.0,10906.865929505351
45,2015-03-01,5360,F,True,False,0,Assalariado,Secundário,Casado,Casa,53,6.013698630136986,1.0,2985.2261595021346
46,2015-12-01,6032,M,False,True,0,Servidor público,Superior completo,Solteiro,Casa,46,2.0383561643835617,2.0,7435.881952918734
47,2015-05-01,2734,F,True,False,0,Empresário,Secundário,Casado,Casa,56,4.72876712328767,2.0,3217.2348204887194
48,2015-04-01,634,F,False,True,0,Servidor público,Superior completo,Casado,Casa,57,5.627397260273972,3.0,4239.316614298471
49,2016-02-01,13235,M,False,True,0,Servidor público,Superior completo,Casado,Com os pais,30,27.534246575342465,2.0,18542.74011196477
50,2015-07-01,5357,M,True,True,0,Assalariado,Secundário,Casado,Casa,38,3.06027397260274,2.0,6813.601859910449
51,2015-08-01,8864,M,False,True,0,Empresário,Secundário,Casado,Casa,56,5.758904109589041,1.0,9112.002782952302
52,2015-10-01,16320,M,True,True,0,Servidor público,Secundário,Casado,Com os pais,27,1.6328767123287669,3.0,5493.456076506111
53,2015-12-01,10058,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,54,4.2027397260273975,2.0,9231.131380967574
54,2015-10-01,16130,F,False,True,0,Assalariado,Superior completo,Casado,Casa,29,33.33972602739726,2.0,15722.315543151111
55,2015-01-01,11399,M,False,False,0,Empresário,Secundário,Separado,Casa,53,0.8986301369863013,2.0,6907.9547941382
56,2016-02-01,14338,M,True,True,2,Assalariado,Secundário,Casado,Com os pais,53,4.597260273972604,2.0,8068.660905877162
57,2015-07-01,5914,F,False,False,0,Assalariado,Secundário,Casado,Casa,40,5.06027397260274,2.0,2405.209742818884
58,2015-06-01,8393,F,False,False,0,Assalariado,Secundário,Solteiro,Estúdio,46,13.517808219178082,2.0,7131.2174564967045
59,2016-03-01,11966,F,True,True,0,Empresário,Superior completo,Casado,Casa,56,6.013698630136986,3.0,4091.0404701662355
60,2015-02-01,8788,F,True,True,1,Assalariado,Superior completo,Viúvo,Casa,52,0.2821917808219178,1.0,1229.5821643945585
61,2015-12-01,6700,F,False,True,1,Servidor público,Secundário,Casado,Casa,33,11.183561643835615,2.0,5576.0005309598055
62,2015-08-01,238,F,True,True,1,Assalariado,Secundário,Solteiro,Casa,30,0.6273972602739726,2.0,-91.73486197817004
63,2015-01-01,259,F,False,True,1,Empresário,Secundário,Casado,Aluguel,31,16.865753424657534,1.0,8341.613806908505
64,2015-05-01,2840,F,True,True,1,Empresário,Secundário,Casado,Com os pais,22,6.383561643835616,2.0,2844.67816598535
65,2015-09-01,488,F,False,True,0,Assalariado,Secundário,Casado,Casa,27,4.986301369863013,2.0,1439.67601552688
66,2015-06-01,3924,F,True,False,0,Pensionista,Secundário,Casado,Governamental,52,13.0,2.0,5977.703340311043
67,2015-07-01,3879,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,34,12.463013698630135,4.0,5218.275996866002
68,2015-05-01,371,F,True,True,1,Servidor público,Secundário,Casado,Casa,48,15.29041095890411,1.0,7845.747203160352
69,2016-01-01,15523,F,False,False,3,Assalariado,Secundário,Casado,Comunitário,27,4.126027397260274,1.0,1397.5454901498315
70,2015-09-01,15447,F,False,True,1,Assalariado,Secundário,Casado,Casa,37,6.676712328767122,2.0,3091.6387095524115
71,2015-08-01,15937,M,True,True,0,Empresário,Superior completo,Casado,Casa,43,4.18082191780822,2.0,8608.29982304758
72,2015-10-01,2851,F,True,True,2,Empresário,Secundário,Casado,Casa,38,10.96986301369863,3.0,6054.804658921428
73,2015-07-01,2534,M,False,True,0,Assalariado,Secundário,Casado,Casa,51,9.841095890410957,3.0,10475.191067795324
74,2016-02-01,5573,F,True,True,0,Assalariado,Secundário,Casado,Casa,49,6.013698630136986,3.0,2864.214349131362
75,2015-09-01,10348,F,False,True,1,Assalariado,Secundário,Casado,Casa,39,14.816438356164385,2.0,7043.780256889101
76,2015-12-01,4435,F,False,False,2,Assalariado,Secundário,União,Casa,64,4.454794520547946,2.0,2899.5136167890487
77,2015-06-01,2698,F,True,True,2,Assalariado,Secundário,Viúvo,Casa,40,6.013698630136986,3.0,3204.529573130987
78,2015-10-01,13748,F,True,True,3,Assalariado,Superior completo,Viúvo,Casa,32,10.967123287671232,1.0,5699.264062392447
79,2015-04-01,3693,M,False,False,0,Pensionista,Secundário,Solteiro,Casa,51,24.86575342465753,4.0,17305.080446021246
80,2015-04-01,2120,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,45,6.846575342465752,3.0,3594.710979431205
81,2015-07-01,15550,F,True,True,0,Servidor público,Superior completo,Casado,Casa,41,6.698630136986301,1.0,4116.044155377801
82,2015-11-01,167,F,True,True,0,Pensionista,Secundário,Casado,Casa,44,35.895890410958906,2.0,16684.912842698377
83,2015-08-01,6292,M,False,False,0,Servidor público,Secundário,Viúvo,Casa,52,12.67123287671233,2.0,11766.2925902539
84,2015-12-01,648,F,True,True,0,Assalariado,Secundário,Casado,Casa,29,3.3479452054794514,2.0,1065.6186853765528
85,2016-03-01,5040,F,False,True,0,Servidor público,Superior completo,Solteiro,Casa,38,0.5260273972602739,2.0,347.7709729964001
86,2015-11-01,14426,M,True,False,0,Pensionista,Secundário,Casado,Casa,60,9.791780821917808,2.0,10170.781584325417
87,2015-01-01,2538,M,False,True,0,Pensionista,Primário,Solteiro,Casa,43,8.134246575342466,5.0,8441.159904337514
88,2015-01-01,2050,M,True,True,0,Assalariado,Superior completo,Separado,Casa,48,4.120547945205479,4.0,8183.332351600853
89,2015-05-01,2255,M,True,True,0,Assalariado,Secundário,Casado,Casa,66,0.7589041095890411,3.0,6246.2633506470665
90,2015-05-01,1823,F,False,True,0,Empresário,Superior completo,Casado,Casa,32,6.013698630136986,4.0,3585.6919303746927
91,2016-01-01,480,F,True,True,0,Empresário,Secundário,Solteiro,Com os pais,32,7.871232876712328,2.0,3767.804046889558
92,2016-01-01,1815,F,False,True,2,Assalariado,Secundário,Casado,Casa,55,6.013698630136986,1.0,3441.6548550654243
93,2015-01-01,3188,F,True,False,2,Assalariado,Superior incompleto,União,Casa,67,6.013698630136986,2.0,3272.2099246078087
94,2016-03-01,13326,F,True,False,0,Pensionista,Secundário,Casado,Casa,31,2.682191780821918,2.0,-257.45931768232657
95,2015-01-01,9697,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,56,6.019178082191781,3.0,3072.740184762645
96,2015-01-01,11283,F,False,False,2,Assalariado,Superior incompleto,Separado,Casa,43,15.36164383561644,2.0,7521.700989182269
97,2015-11-01,2114,M,False,True,1,Assalariado,Secundário,Casado,Casa,40,9.093150684931508,2.0,10015.354998796509
98,2016-03-01,6968,M,False,False,1,Assalariado,Superior completo,Casado,Casa,60,4.216438356164384,3.0,8351.602754807103
99,2015-03-01,14461,F,True,True,0,Assalariado,Secundário,Casado,Casa,64,4.126027397260274,1.0,2378.3462310221585
100,2015-10-01,1017,F,False,True,0,Servidor público,Superior completo,Casado,Casa,48,4.550684931506848,2.0,3047.85260206397
101,2015-09-01,7814,F,False,True,0,Assalariado,Superior completo,União,Casa,40,11.065753424657538,1.0,5261.707091881349
102,2016-03-01,7514,F,True,True,1,Assalariado,Secundário,Casado,Casa,24,0.3808219178082192,2.0,-927.6228756460193
103,2015-02-01,4255,F,False,False,0,Servidor público,Secundário,Solteiro,Casa,38,1.008219178082192,2.0,314.345213859707
104,2015-05-01,3007,M,True,False,0,Assalariado,Secundário,Casado,Casa,45,6.013698630136986,1.0,8154.637548960653
105,2015-07-01,4689,M,True,True,2,Assalariado,Superior completo,Casado,Casa,42,6.013698630136986,1.0,9425.916829333511
106,2015-01-01,12660,F,False,True,0,Assalariado,Secundário,Casado,Casa,29,6.013698630136986,3.0,2038.466510265701
107,2015-10-01,11583,F,True,True,1,Assalariado,Secundário,Solteiro,Casa,61,14.69041095890411,2.0,7741.850844083697
108,2016-01-01,1885,F,True,True,0,Assalariado,Secundário,Casado,Casa,41,24.27945205479452,4.0,11275.867452997767
109,2016-02-01,4405,F,True,False,0,Pensionista,Superior completo,Casado,Casa,63,4.2027397260273975,2.0,2571.0078960384126
110,2015-01-01,1050,F,True,True,0,Assalariado,Pós graduação,Separado,Com os pais,32,6.013698630136986,1.0,2140.326344921844
111,2015-03-01,206,F,True,False,0,Empresário,Superior completo,Casado,Casa,45,6.013698630136986,3.0,4128.311763608884
112,2016-02-01,11613,F,True,False,0,Pensionista,Secundário,Casado,Casa,45,6.934246575342466,2.0,2713.884063410126
113,2015-02-01,2175,F,True,True,0,Assalariado,Superior completo,Separado,Casa,46,9.304109589041095,1.0,5161.069268022767
114,2016-02-01,1256,F,True,True,0,Assalariado,Secundário,Casado,Casa,50,6.216438356164384,3.0,2991.784809956344
115,2015-11-01,12387,F,False,False,0,Servidor público,Secundário,Casado,Casa,33,4.553424657534245,3.0,2015.3326074620807
116,2015-06-01,10020,F,False,True,0,Pensionista,Superior completo,Casado,Casa,40,10.96986301369863,1.0,5308.913226291831
117,2015-07-01,7702,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,28,0.2547945205479452,2.0,-886.9210794292408
118,2015-06-01,2802,F,False,False,0,Servidor público,Superior completo,União,Com os pais,28,4.210958904109589,4.0,1847.4758508975265
119,2015-11-01,14211,M,False,False,1,Pensionista,Secundário,Casado,Com os pais,33,1.2,2.0,5427.327692505033
120,2015-03-01,9596,F,False,True,0,Pensionista,Superior incompleto,Solteiro,Casa,46,2.0575342465753423,1.0,233.55139025982163
121,2015-04-01,8868,M,False,False,0,Assalariado,Secundário,Casado,Casa,60,21.30958904109589,1.0,16321.306232779265
122,2015-11-01,3383,F,False,True,0,Assalariado,Secundário,Casado,Casa,33,10.93972602739726,2.0,4812.940081094402
123,2015-06-01,7483,M,True,True,0,Empresário,Superior completo,Casado,Com os pais,65,7.315068493150685,3.0,10892.220225680168
124,2016-02-01,4724,F,False,True,0,Empresário,Secundário,União,Casa,46,12.6986301369863,2.0,6374.687085156429
125,2015-09-01,2273,M,True,True,0,Pensionista,Superior completo,Casado,Casa,40,4.635616438356164,2.0,7498.102953095116
126,2015-08-01,16603,F,True,True,0,Empresário,Superior completo,Solteiro,Casa,52,6.013698630136986,2.0,4351.271825608721
127,2015-01-01,8030,M,False,True,0,Assalariado,Secundário,União,Casa,38,34.649315068493145,2.0,21182.588926041055
128,2015-07-01,9618,M,False,True,0,Assalariado,Secundário,Separado,Casa,44,20.126027397260277,2.0,15330.892105841936
129,2016-03-01,14831,F,False,False,0,Assalariado,Superior completo,Casado,Casa,59,10.93972602739726,3.0,5739.115828731537
130,2016-02-01,13469,F,False,True,0,Assalariado,Secundário,Casado,Casa,44,8.471232876712326,2.0,3850.0766946409562
131,2015-04-01,14748,F,False,False,1,Pensionista,Secundário,Casado,Casa,27,18.6027397260274,2.0,8286.282691307239
132,2016-02-01,16203,F,False,False,0,Assalariado,Secundário,Casado,Casa,44,4.216438356164384,2.0,1826.650384548094
133,2015-07-01,3612,M,True,True,1,Assalariado,Secundário,União,Casa,36,6.849315068493151,2.0,8581.826472920638
134,2015-10-01,2443,F,False,True,0,Empresário,Superior completo,Viúvo,Casa,53,6.345205479452055,2.0,4572.751673413224
135,2015-12-01,9351,F,True,True,0,Empresário,Superior completo,Casado,Casa,39,6.013698630136986,2.0,4185.648896021313
136,2015-09-01,632,F,False,True,2,Empresário,Superior incompleto,Casado,Casa,40,21.86027397260274,2.0,11066.624714099977
137,2015-02-01,10112,F,False,False,1,Empresário,Superior incompleto,Casado,Casa,34,8.726027397260275,3.0,4515.824582680041
138,2016-01-01,16466,M,True,False,0,Assalariado,Secundário,Casado,Casa,39,4.5178082191780815,1.0,7222.569053543239
139,2015-08-01,2969,F,True,True,0,Pensionista,Superior completo,União,Casa,50,2.887671232876712,1.0,1276.7057215665811
140,2015-06-01,12633,M,True,True,1,Pensionista,Superior completo,Viúvo,Casa,33,5.101369863013699,3.0,8022.206352534326
141,2016-03-01,2099,F,False,True,2,Assalariado,Secundário,Casado,Casa,42,4.4301369863013695,2.0,1898.2055864394424
142,2016-02-01,3518,M,True,True,2,Pensionista,Superior incompleto,Casado,Casa,62,7.473972602739726,1.0,9124.522676448963
143,2015-07-01,3884,M,False,False,0,Pensionista,Secundário,Casado,Casa,37,7.301369863013699,2.0,8315.727555469177
144,2015-01-01,10212,F,False,False,0,Pensionista,Secundário,Casado,Casa,25,7.520547945205481,2.0,2069.402716231187
145,2016-03-01,11604,F,False,False,0,Assalariado,Secundário,Casado,Casa,44,6.013698630136986,2.0,2306.8483844545235
146,2015-04-01,13878,F,True,False,0,Assalariado,Secundário,Casado,Casa,51,6.013698630136986,2.0,3391.6402041163274
147,2015-06-01,3902,M,False,True,0,Assalariado,Superior completo,Casado,Casa,24,15.306849315068495,5.0,12462.210789729248
148,2016-02-01,14628,M,False,True,2,Empresário,Superior completo,Solteiro,Casa,62,5.454794520547946,2.0,10177.77274906027
149,2016-01-01,6898,F,False,False,0,Pensionista,Secundário,Casado,Casa,40,3.515068493150685,2.0,889.3386131480447
150,2015-06-01,14266,M,False,True,0,Servidor público,Secundário,União,Casa,65,2.016438356164384,2.0,6967.957404008911
151,2015-10-01,15744,M,False,True,0,Pensionista,Secundário,Solteiro,Casa,40,7.101369863013699,2.0,8067.92617084541
152,2015-09-01,7953,F,True,True,0,Assalariado,Superior completo,Casado,Casa,42,2.5945205479452054,5.0,1637.7124501248438
153,2015-07-01,13676,M,True,True,0,Assalariado,Secundário,Casado,Com os pais,27,7.36986301369863,1.0,8255.186642018529
154,2015-04-01,2708,F,True,False,1,Assalariado,Superior incompleto,Casado,Casa,31,17.186301369863013,4.0,8121.214606480054
155,2015-10-01,12336,F,False,False,1,Assalariado,Secundário,Casado,Casa,60,6.013698630136986,3.0,3573.156682662067
156,2015-11-01,9194,F,True,False,0,Assalariado,Superior completo,Casado,Casa,29,1.704109589041096,3.0,875.682920691373
157,2015-01-01,1673,M,False,True,1,Assalariado,Secundário,Separado,Casa,43,11.627397260273971,1.0,11291.733390804551
158,2015-12-01,10951,M,True,True,1,Assalariado,Superior completo,Casado,Casa,34,1.0273972602739727,2.0,6628.5187158313465
159,2015-07-01,13391,F,True,False,0,Pensionista,Secundário,Casado,Casa,38,12.852054794520548,2.0,5591.685716330747
160,2016-01-01,3292,M,True,True,1,Assalariado,Secundário,Casado,Casa,37,7.520547945205481,2.0,8931.556006742729
161,2016-03-01,13667,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,37,4.693150684931507,1.0,1411.6396288966
162,2015-07-01,13178,M,True,True,0,Empresário,Secundário,Casado,Casa,39,0.96986301369863,2.0,6617.702484367987
163,2015-05-01,15037,M,False,True,0,Assalariado,Secundário,Casado,Aluguel,59,14.95890410958904,2.0,12728.613571351056
164,2016-01-01,4897,M,True,False,0,Assalariado,Secundário,Casado,Casa,43,6.013698630136986,3.0,8084.5295976991765
165,2016-02-01,15700,M,False,True,0,Pensionista,Superior completo,Casado,Casa,55,12.304109589041095,2.0,11619.177511473648
166,2015-04-01,1353,F,False,True,0,Assalariado,Secundário,Casado,Casa,51,2.347945205479452,1.0,1631.4667618351175
167,2015-08-01,3634,F,False,True,0,Assalariado,Superior completo,Casado,Casa,57,6.372602739726028,2.0,3888.4897557973486
168,2015-07-01,7047,F,True,True,0,Pensionista,Superior completo,Casado,Casa,25,0.6794520547945205,4.0,-205.60811117177036
169,2015-04-01,11399,F,False,True,0,Empresário,Superior completo,Casado,Casa,50,0.6054794520547945,4.0,2167.6953513031385
170,2015-04-01,5113,F,True,True,0,Empresário,Secundário,Casado,Casa,57,14.304109589041095,3.0,8263.949142309782
171,2015-06-01,12616,F,False,True,0,Pensionista,Secundário,Casado,Casa,27,18.91506849315068,4.0,7843.998132525074
172,2015-12-01,15895,M,True,False,1,Assalariado,Secundário,Casado,Casa,46,4.964383561643834,2.0,8329.704417803036
173,2016-01-01,8061,F,True,True,0,Servidor público,Secundário,Separado,Casa,52,3.690410958904109,2.0,2282.6972125915645
174,2015-11-01,6269,F,False,True,0,Assalariado,Superior completo,Separado,Casa,31,12.2,2.0,6145.350859617452
175,2015-11-01,7787,M,True,True,0,Assalariado,Secundário,Separado,Casa,42,6.013698630136986,4.0,8473.048210070863
176,2015-01-01,15391,F,True,True,0,Assalariado,Superior completo,Casado,Com os pais,54,10.12054794520548,2.0,5523.488023898807
177,2015-10-01,13691,M,False,True,0,Assalariado,Secundário,Casado,Casa,34,9.016438356164382,3.0,9184.828416680906
178,2016-01-01,8552,F,True,False,0,Empresário,Secundário,Casado,Casa,27,1.5808219178082192,2.0,595.1943740905444
179,2015-07-01,10071,F,True,True,0,Assalariado,Primário,União,Casa,51,8.134246575342466,2.0,3767.9346915120504
180,2015-07-01,14862,F,False,True,0,Assalariado,Secundário,Casado,Casa,40,2.1863013698630143,4.0,1038.4523704509418
181,2015-09-01,15635,F,True,False,1,Assalariado,Secundário,Casado,Casa,44,6.531506849315067,2.0,3306.661938425715
182,2015-04-01,248,M,True,True,0,Assalariado,Secundário,Casado,Casa,41,6.298630136986303,2.0,8612.318308279198
183,2015-03-01,9498,M,False,False,0,Empresário,Superior completo,Casado,Casa,31,14.189041095890412,9.0,12846.374861111723
184,2015-10-01,12691,F,True,False,2,Empresário,Secundário,Casado,Casa,28,1.1643835616438356,5.0,920.741561128662
185,2016-03-01,11306,M,False,True,0,Assalariado,Secundário,União,Casa,52,4.586301369863014,2.0,6994.887767760402
186,2016-03-01,1380,M,True,True,0,Pensionista,Secundário,Separado,Casa,48,3.2438356164383566,2.0,6297.846142934085
187,2016-01-01,7112,F,True,True,1,Empresário,Superior completo,Casado,Casa,47,15.449315068493153,2.0,9044.783290772415
188,2015-12-01,15986,F,True,True,2,Pensionista,Secundário,Casado,Casa,33,8.052054794520547,2.0,3461.3754404389306
189,2016-02-01,7721,F,False,False,0,Empresário,Secundário,Casado,Casa,62,6.493150684931508,2.0,4196.398076705425
190,2016-01-01,2427,F,True,True,0,Pensionista,Superior completo,Casado,Casa,47,13.652054794520549,2.0,6612.942031194861
191,2015-03-01,9369,F,False,True,0,Assalariado,Superior incompleto,Viúvo,Casa,52,4.216438356164384,2.0,1906.1011743144684
192,2016-02-01,2514,M,False,True,0,Servidor público,Secundário,Casado,Casa,35,2.03013698630137,2.0,6095.258056381214
193,2015-12-01,16419,F,False,False,1,Servidor público,Superior completo,Viúvo,Casa,30,10.96986301369863,3.0,5964.647150068494
194,2016-01-01,10186,M,False,True,0,Assalariado,Superior completo,Casado,Com os pais,39,3.3835616438356166,1.0,7222.656291516818
195,2016-01-01,12427,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,6.013698630136986,2.0,2414.158397107156
196,2016-03-01,5244,F,True,True,0,Assalariado,Secundário,Casado,Casa,30,30.567123287671237,4.0,13409.826498577895
197,2015-04-01,4263,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,20.194520547945206,4.0,9623.777409575083
198,2015-07-01,3989,M,False,True,0,Assalariado,Secundário,Solteiro,Casa,50,14.591780821917803,1.0,12703.907096736551
199,2015-06-01,5586,M,False,True,1,Assalariado,Superior completo,Casado,Casa,49,13.276712328767124,2.0,12959.632020607109
200,2015-12-01,12915,F,True,True,0,Assalariado,Secundário,Casado,Casa,29,3.671232876712329,3.0,1219.3626033359594
201,2015-03-01,6044,M,True,True,0,Servidor público,Secundário,Casado,Casa,38,7.602739726027397,3.0,8889.080170344883
202,2016-03-01,9974,F,True,True,0,Pensionista,Secundário,Casado,Com os pais,33,2.7178082191780817,4.0,-224.99324709421666
203,2015-06-01,4091,F,True,True,1,Assalariado,Superior completo,Casado,Casa,53,4.049315068493152,3.0,3287.555508052068
204,2015-09-01,16095,F,True,True,0,Empresário,Secundário,Casado,Casa,33,3.72054794520548,1.0,1922.2267965311626
205,2016-02-01,10364,F,True,False,0,Assalariado,Secundário,União,Casa,55,3.4493150684931506,2.0,1510.316178158777
206,2015-10-01,8808,F,False,False,0,Assalariado,Superior completo,Casado,Casa,39,14.591780821917803,2.0,7263.345495518974
207,2015-06-01,15055,M,False,False,0,Empresário,Superior completo,Viúvo,Casa,41,6.013698630136986,2.0,9626.71966774848
208,2015-04-01,8890,F,False,False,0,Assalariado,Superior completo,Casado,Com os pais,32,6.013698630136986,3.0,3212.372748026796
209,2016-01-01,10949,F,True,True,0,Assalariado,Secundário,Casado,Casa,37,3.3863013698630136,2.0,1181.5370974158557
210,2016-02-01,15939,F,False,False,0,Empresário,Secundário,Casado,Com os pais,40,5.515068493150685,5.0,2974.5355163765194
211,2015-09-01,8684,F,True,True,1,Servidor público,Secundário,Casado,Casa,27,1.5123287671232877,2.0,406.11546962938985
212,2015-06-01,202,F,True,True,0,Assalariado,Secundário,Casado,Casa,44,20.175342465753427,2.0,9670.092878828298
213,2015-06-01,7160,F,False,True,0,Assalariado,Superior completo,União,Casa,36,8.134246575342466,2.0,3942.2025053517045
214,2016-03-01,9172,F,False,False,1,Assalariado,Secundário,Solteiro,Casa,50,1.8301369863013703,2.0,876.6058770533391
215,2015-10-01,557,M,True,True,1,Empresário,Secundário,Casado,Casa,65,6.852054794520547,3.0,10292.070150100408
216,2015-10-01,12317,F,False,True,0,Servidor público,Secundário,Casado,Casa,47,4.427397260273971,2.0,2319.502115842064
217,2016-03-01,14762,F,False,True,2,Pensionista,Secundário,Casado,Casa,44,5.6876712328767125,1.0,2111.1953924765367
218,2015-12-01,8735,F,False,False,1,Assalariado,Secundário,Solteiro,Casa,34,4.597260273972604,2.0,2250.3441008546447
219,2015-12-01,13652,M,False,True,0,Empresário,Secundário,Casado,Casa,30,4.090410958904109,2.0,7634.027911317883
220,2015-11-01,11377,M,False,True,2,Pensionista,Secundário,Casado,Casa,28,4.931506849315068,2.0,7083.414875986715
221,2015-11-01,13383,F,True,True,0,Empresário,Secundário,Casado,Casa,31,1.0986301369863014,1.0,811.4989147564265
